Title,Genre,Languages,Type,CountryAvailability,Runtime,Director,ViewRating,AwardsReceived,AwardsNominatedFor,Boxoffice,NetflixReleaseDate,Year
Lets Fight Ghost,Crime,Swedish,Series,Thailand,30,Tomas Alfredson,R,74,57,2122065,3/4/2021,2021
HOW TO BUILD A GIRL,Comedy,English,Movie,Canada,120,Coky Giedroyc,R,1,0,70632,3/4/2021,2021
Centigrade,Drama,English,Movie,Canada,120,Brendan Walsh,Unrated,0,0,16263,3/4/2021,2021
ANNE,Drama,Turkish,Series,Belgium,30,Steven Spielberg ,R,1,0,0,3/4/2021,2021
Moxie,Animation,English,Movie,Lithuania,120,Stephen Irwin,R,0,4,0,3/4/2021,2021
The ConHeartist,Comedy,Thai,Movie,Thailand,170,Mez Tharatorn,R,0,0,0,3/3/2021,2021
Gleboka woda,Drama,Polish,Series,Poland,30,Steven Spielberg ,R,2,4,0,3/3/2021,2021
Instynkt,Crime,Polish,Series,Poland,30,Steven Spielberg ,R,0,0,0,3/3/2021,2021
Only a Mother,Drama,Swedish,Movie,Lithuania,120,Alf Sjberg,R,2,1,0,3/3/2021,2021
Snowroller,Comedy,Swedish,Movie,Lithuania,120,Lasse berg,R,0,0,0,3/3/2021,2021
Sunes Summer,Comedy,Swedish,Movie,Lithuania,120,Jon Holmberg,R,0,7,0,3/3/2021,2021
The Invisible,Crime,English,Movie,Lithuania,120,David S Goyer,PG-13,0,1,20578909,3/3/2021,2021
The Simple Minded Murderer,Drama,Scanian,Movie,Lithuania,120,Hans Alfredson,R,7,2,0,3/3/2021,2021
The StigHelmer Story,Comedy,Swedish,Movie,Lithuania,120,Lasse berg,R,0,1,0,3/3/2021,2021
To Kill a Child,Short,Spanish,Movie,Lithuania,30,Jos Esteban Alenda,R,2,5,0,3/3/2021,2021
Joker,Crime,English,Movie,Lithuania,120,Todd Phillips,R,112,228,335451311,3/3/2021,2021
I,Action,English,Movie,Lithuania,120,George Lucas,PG,26,69,474544677,3/3/2021,2021
Harrys Daughters,Adventure,English,Movie,Lithuania,120,David Yates,PG-13,46,94,381409310,3/3/2021,2021
Gyllene Tider,Music,Swedish,Movie,Lithuania,120,Lasse Hallstrm,R,0,0,0,3/3/2021,2021
False As Water,Drama,Swedish,Movie,Lithuania,120,Hans Alfredson,R,3,0,0,3/3/2021,2021
Bang,Short,English,Movie,Lithuania,120,Robert Breer,R,0,0,0,3/3/2021,2021
A Guest Is Coming,Thriller,Swedish,Movie,Lithuania,120,Arne Mattsson,R,0,0,0,3/3/2021,2021
1939,Drama,Swedish,Movie,Lithuania,170,Gran Carmback,R,0,0,0,3/3/2021,2021
Girls und Panzer das Finale,Animation,Japanese,Series,Japan,30,Tsutomu Mizushima,R,0,0,0,3/2/2021,2021
Indoo Ki Jawani,Comedy,Hindi,Movie,Canada,120,Abir Sengupta,R,0,0,0,3/2/2021,2021
The Coroner,Crime,English,Series,Canada,30,Steven Spielberg ,TV-14,0,0,0,3/2/2021,2021
Brave New World,Drama,English,Series,Poland,30,Steven Spielberg ,TV-MA,0,0,0,3/2/2021,2021
Comrades Almost a Love Story,Drama,Cantonese,Movie,South Korea,120,Peter HoSun Chan,R,23,8,17676,3/1/2021,2021
The Closet,Comedy,French,Movie,South Korea,120,Francis Veber,R,1,1,6678894,3/1/2021,2021
The Mysterians,Action,Japanese,Movie,Japan,120,Ishir Honda,TV-Y7,0,0,975000,3/1/2021,2021
No Longer Human,Biography,Japanese,Movie,Japan,170,Mika Ninagawa,R,0,2,0,3/1/2021,2021
Repast,Drama,Japanese,Movie,Japan,120,Mikio Naruse,R,9,0,0,3/1/2021,2021
Sway,Crime,Japanese,Movie,Japan,120,Miwa Nishikawa,R,10,4,0,3/1/2021,2021
When a Woman Ascends the Stairs,Drama,Japanese,Movie,Japan,120,Mikio Naruse,Unrated,0,0,0,3/1/2021,2021
Yearning,Drama,Japanese,Movie,Japan,120,Mikio Naruse,R,1,0,0,3/1/2021,2021
Gorath,Action,Japanese,Movie,Japan,120,Ishir Honda,Unrated,0,0,0,3/1/2021,2021
Ginza Cosmetics,Drama,Japanese,Movie,Japan,120,Mikio Naruse,R,0,0,0,3/1/2021,2021
Floating Clouds,Drama,Japanese,Movie,Japan,170,Mikio Naruse,R,9,0,0,3/1/2021,2021
Cheer Boys,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,TV-14,0,0,0,3/1/2021,2021
365 Nights,Comedy,Japanese,Movie,Japan,120,Kon Ichikawa,R,0,0,0,3/1/2021,2021
Restart After Come Back Home,Drama,Japanese,Movie,Japan,120,Ryta Inoue,R,0,0,0,3/1/2021,2021
Trial by Fire,Biography,English,Movie,United Kingdom,170,Edward Zwick,R,0,0,148504,3/1/2021,2021
5 Minute,Comedy,English,Movie,Romania,120,Steven Spielberg ,R,0,3,0,3/1/2021,2021
Dilili in Paris,Animation,French,Movie,Germany,120,Michel Ocelot,PG,1,2,0,3/1/2021,2021
All of Us,Comedy,English,Movie,Netherlands,120,Steven Spielberg ,R,0,12,0,3/1/2021,2021
Years and Years,Drama,English,Series,Belgium,30,Steven Spielberg ,TV-MA,1,14,0,3/1/2021,2021
The New Pope,Drama,English,Series,Belgium,30,Steven Spielberg ,TV-MA,4,0,0,3/1/2021,2021
Life and Nothing But,Drama,French,Movie,France,170,Bertrand Tavernier,PG,9,14,0,3/1/2021,2021
Let Joy Reign Supreme,Drama,French,Movie,France,120,Bertrand Tavernier,Unrated,5,3,0,3/1/2021,2021
Coup de Torchon,Comedy,French,Movie,France,170,Bertrand Tavernier,Unrated,2,11,0,3/1/2021,2021
Valley of the Gods,Adventure,English,Movie,Poland,170,Lech Majewski,TV-14,0,2,0,3/1/2021,2021
Framing John DeLorean,Documentary,English,Movie,Poland,120,Don Argott,Unrated,0,0,145625,3/1/2021,2021
Critters Attack,Comedy,English,Movie,Poland,120,Bobby Miller,R,0,0,0,3/1/2021,2021
The Bold Type,Drama,English,Series,Lithuania,30,Steven Spielberg ,TV-14,2,14,0,3/1/2021,2021
Alice,Comedy,English,Series,Lithuania,30,Woody Allen,PG-13,1,7,7331647,3/1/2021,2021
Lobster Cop,Comedy,Mandarin,Movie,South Korea,120,Xinyun Li,R,0,0,85693,2/28/2021,2021
Magic hour,Crime,English,Movie,South Korea,120,Cole Mueller,R,0,0,0,2/28/2021,2021
Marionette,Mystery,English,Movie,South Korea,120,Elbert van Strien,R,3,3,0,2/28/2021,2021
Miss Baek,Drama,Korean,Movie,South Korea,120,Jiwon Lee,Unrated,10,16,0,2/28/2021,2021
Old Marine Boy,Documentary,Korean,Movie,South Korea,120,Moyoung Jin,R,0,0,0,2/28/2021,2021
Ordinary People,Drama,English,Movie,South Korea,120,Robert Redford,R,19,14,54766923,2/28/2021,2021
Outdoor Begins,Comedy,Korean,Movie,South Korea,120,Jinseung Lim,R,0,0,0,2/28/2021,2021
Paths of the Soul,Drama,Tibetan,Movie,South Korea,120,Yang Zhang,Unrated,5,7,31747,2/28/2021,2021
Promise at Dawn,Biography,French,Movie,South Korea,170,Eric Barbier,R,1,7,0,2/28/2021,2021
Rebel in the Rye,Biography,English,Movie,South Korea,120,Danny Strong,PG-13,0,0,378294,2/28/2021,2021
The Return,Drama,Russian,Movie,South Korea,120,Andrey Zvyagintsev,Unrated,34,19,504256,2/28/2021,2021
The Rookies,Crime,English,Movie,South Korea,120,Steven Spielberg ,R,0,0,0,2/28/2021,2021
Snatch Up,Drama,English,Movie,South Korea,120,JoonHyeong Heo,R,0,0,0,2/28/2021,2021
Stray,Action,English,Movie,South Korea,120,Joe Sill,Unrated,0,0,0,2/28/2021,2021
Stand by Me,Adventure,English,Movie,South Korea,120,Rob Reiner,R,5,11,52287414,2/28/2021,2021
Tea Pets,Animation,Chinese,Movie,South Korea,120,Gary Wang,R,0,1,0,2/28/2021,2021
A Tiger In Winter,Drama,Korean,Movie,South Korea,120,Kwangkuk Lee,R,0,1,0,2/28/2021,2021
The Three Little Pigs,Animation,English,Movie,South Korea,120,Steven Spielberg ,Unrated,0,0,0,2/28/2021,2021
Wonderstruck,Adventure,English,Movie,South Korea,120,Todd Haynes,PG,1,33,1060377,2/28/2021,2021
Keys To The Heart,Comedy,Korean,Movie,South Korea,170,SungHyun Choi,R,0,1,75134,2/28/2021,2021
Intimate Strangers,Drama,French,Movie,South Korea,120,Patrice Leconte,R,0,3,2110589,2/28/2021,2021
Homme Fatale,Comedy,Korean,Movie,South Korea,120,DaJung Nam,R,0,0,0,2/28/2021,2021
Happy Bus Day,Comedy,Korean,Movie,South Korea,120,SeungWon Lee,R,2,2,0,2/28/2021,2021
Gonjiam Haunted Asylum,Horror,Korean,Movie,South Korea,120,Beomsik Jeong,Unrated,2,9,115252,2/28/2021,2021
Golden Slumber,Action,Japanese,Movie,South Korea,120,Yoshihiro Nakamura,R,0,1,0,2/28/2021,2021
Extreme Job,Action,Korean,Movie,South Korea,120,Byeongheon Lee,Unrated,7,27,1565885,2/28/2021,2021
Default,Drama,Korean,Movie,South Korea,120,KookHee Choi,Unrated,3,6,203775,2/28/2021,2021
Criticsized,Action,English,Movie,South Korea,120,Carl T Evans,R,0,0,0,2/28/2021,2021
Communication  Lies,Short,English,Movie,South Korea,120,Christopher Banks,R,0,0,0,2/28/2021,2021
Clover,Comedy,English,Movie,South Korea,120,Jon Abrahams,R,0,0,0,2/28/2021,2021
Blood Orange,Thriller,English,Movie,South Korea,120,Toby Tobias,Unrated,0,0,0,2/28/2021,2021
The Big Shot,Crime,English,Movie,South Korea,120,Lewis Seiler,Approved,0,0,0,2/28/2021,2021
Angels Time,Action,English,Movie,South Korea,120,Steven Spielberg ,TV-14,12,48,0,2/28/2021,2021
After My Death,Drama,Korean,Movie,South Korea,120,Kim Uiseok,R,8,8,0,2/28/2021,2021
The Age of Blood,Action,Korean,Movie,South Korea,120,Hongsun Kim,R,0,0,0,2/28/2021,2021
The Accidental Detective 2 In Action,Comedy,Korean,Movie,South Korea,120,Eonhie Lee,R,0,0,179045,2/28/2021,2021
12 Feet Deep,Horror,English,Movie,South Korea,120,Matt Eskandari,Unrated,0,0,0,2/28/2021,2021
1987 When the Day Comes,Drama,Korean,Movie,South Korea,170,JoonHwan Jang,Unrated,25,38,0,2/28/2021,2021
Enter the Fat Dragon,Action,Cantonese,Movie,South Korea,120,Kenji Tanigaki,TV-14,0,0,46855,2/28/2021,2021
Operation Buffalo,Adventure,English,Series,Thailand,30,Steven Spielberg ,R,1,11,0,2/28/2021,2021
Bigfoot Family,Animation,English,Movie,Australia,120,Ben Stassen,TV-Y7,0,1,0,2/27/2021,2021
The Girl on the Train,Crime,English,Movie,Lithuania,170,Tate Taylor,R,4,12,75395035,2/27/2021,2021
Ginny  Georgia  The Afterparty,Animation,English,Movie,Lithuania,120,Susi Jirkuff,R,0,0,0,2/27/2021,2021
Ride Your Wave,Animation,Japanese,Movie,Japan,120,Masaaki Yuasa,Unrated,2,3,332432,2/26/2021,2021
Baumbacher Syndrome,Comedy,English,Movie,Germany,120,Gregory Kirchhoff,R,2,9,0,2/26/2021,2021
La Palma,Comedy,German,Movie,Germany,120,Erec Brehmer,R,0,0,0,2/26/2021,2021
Fuga,Drama,Spanish,Movie,Spain,120,Pablo Larran,R,5,2,0,2/26/2021,2021
Geez  Ann,Animation,English,Movie,Lithuania,120,Steven Spielberg ,R,0,0,0,2/26/2021,2021
Capone,Biography,English,Movie,United Kingdom,120,Josh Trank,R,0,1,0,2/25/2021,2021
Vaterland A Hunting Logbook,Thriller,Czech,Movie,Slovakia,120,David Jarab,R,2,1,0,2/25/2021,2021
The Last Bastion,Drama,English,Series,Spain,30,Steven Spielberg ,R,0,0,0,2/25/2021,2021
Princess Principal,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-MA,1,1,0,2/24/2021,2021
Above Suspicion,Action,English,Movie,Mexico,120,Phillip Noyce,R,0,0,0,2/24/2021,2021
A Call to Spy,Biography,English,Movie,United Kingdom,170,Lydia Dean Pilcher,PG-13,3,2,159014,2/23/2021,2021
Red,Action,English,Movie,Canada,170,Robert Schwentke,PG-13,4,19,90380162,2/23/2021,2021
Made You Look A True Story About Fake Art,Documentary,English,Movie,Lithuania,120,Barry Avrich,R,0,0,0,2/23/2021,2021
Il signor Diavolo,Horror,Italian,Movie,Italy,120,Pupi Avati,R,1,3,0,2/22/2021,2021
Chihayafuru,Animation,Japanese,Series,South Korea,30,Steven Spielberg ,TV-14,0,1,0,2/21/2021,2021
Classmates Minus,Comedy,English,Movie,Lithuania,170,Hsinyao Huang,R,3,7,0,2/21/2021,2021
Oh My JUMP,Drama,Japanese,Series,Japan,30,Steven Spielberg ,R,0,0,0,2/20/2021,2021
The Mole Agent,Documentary,Spanish,Movie,Mexico,120,Maite Alberdi,Unrated,4,17,0,2/20/2021,2021
The Loop,Comedy,English,Movie,Poland,120,Steven Spielberg ,R,0,1,0,2/20/2021,2021
I Care a Lot,Comedy,English,Movie,Poland,120,J Blakeson,R,0,0,0,2/20/2021,2021
No Escape Room,Horror,English,Movie,United States,120,Alex Merkin,Unrated,0,0,0,2/19/2021,2021
Legacy of Lies,Action,English,Movie,United Kingdom,120,Adrian Bol,R,9,8,0,2/19/2021,2021
2067,Sci-Fi,English,Movie,Australia,120,Seth Larney,Unrated,0,0,0,2/19/2021,2021
Ronny  Klaid,Comedy,German,Movie,Germany,120,Reinhold Schnzel,R,0,0,0,2/19/2021,2021
Burden,Drama,English,Movie,Netherlands,120,Andrew Heckler,R,2,1,139270,2/19/2021,2021
Collective,Documentary,Romanian,Movie,Canada,120,Alexander Nanau,Unrated,25,42,0,2/19/2021,2021
Love,Drama,English,Movie,Canada,120,Gaspar No,TV-MA,2,1,249083,2/19/2021,2021
Sisyphus,Animation,None,Series,Iceland,30,Marcell Jankovics,R,0,2,0,2/18/2021,2021
Eeb Allay Ooo,Comedy,Hindi,Movie,Lithuania,120,Prateek Vats,R,4,3,0,2/18/2021,2021
Behind Her Eyes,Short,English,Series,Lithuania,30,Mark Newton,TV-14,0,0,0,2/18/2021,2021
The Manson Family Massacre,Crime,English,Movie,South Korea,120,Andrew Jones,Unrated,0,0,0,2/17/2021,2021
Return of the King Huang Feihong,Action,Chinese,Movie,South Korea,120,Guo Yulong,R,0,0,0,2/17/2021,2021
Ten Years Japan,Drama,Japanese,Movie,South Korea,120,Akiyo Fujimura,R,0,0,0,2/17/2021,2021
Love at Second Sight,Comedy,French,Movie,South Korea,120,Hugo Glin,R,0,1,0,2/17/2021,2021
Liberation,Drama,Russian,Movie,South Korea,120,Yuriy Ozerov,R,1,0,0,2/17/2021,2021
The King is Invincible,Action,Chinese,Movie,South Korea,120,Xinyu Qiu,R,0,0,0,2/17/2021,2021
Amanda,Drama,French,Movie,South Korea,120,Mikhal Hers,G,4,7,0,2/17/2021,2021
Corpus Christi,Drama,Polish,Movie,South Korea,120,Jan Komasa,R,54,33,127240,2/17/2021,2021
The Shadow,Action,English,Movie,Brazil,120,Russell Mulcahy,PG-13,0,4,32063435,2/17/2021,2021
Artysci,Drama,Polish,Series,Poland,30,Steven Spielberg ,R,0,1,0,2/17/2021,2021
Overcoming,Documentary,Danish,Movie,Lithuania,120,Tmas Gislason,R,0,0,0,2/17/2021,2021
Se min kjole,Drama,Danish,Movie,Lithuania,120,Hella Joof,R,0,12,0,2/17/2021,2021
Aftermath,Drama,English,Movie,Lithuania,120,Elliott Lester,R,0,0,0,2/17/2021,2021
Awara Paagal Deewana,Action,Hindi,Movie,Canada,170,Vikram Bhatt,Unrated,6,1,0,2/16/2021,2021
Unhinged,Action,English,Movie,Canada,120,Derrick Borte,R,0,1,20831465,2/16/2021,2021
John Lewis Good Trouble,Documentary,English,Movie,Canada,120,Dawn Porter,PG,3,8,0,2/16/2021,2021
Repo Man,Action,English,Movie,Lithuania,120,Alex Cox,R,2,3,129000,2/16/2021,2021
For Love of the Game,Drama,English,Movie,Lithuania,170,Sam Raimi,PG-13,0,7,35188640,2/16/2021,2021
The Crew,Comedy,English,Series,Lithuania,30,Michael Dinner,PG-13,1,0,13023075,2/16/2021,2021
Sweethearts,Comedy,English,Movie,Germany,120,Aleks Horvat,R,1,0,0,2/15/2021,2021
The Queen of Sin,Drama,English,Movie,Germany,120,JeanFranois Rivard,R,0,2,0,2/15/2021,2021
Uppercut,Action,Italian,Movie,Germany,120,Michele Lupo,R,2,0,0,2/15/2021,2021
The Replacement Killers,Action,English,Movie,South Africa,120,Antoine Fuqua,R,0,1,19204929,2/15/2021,2021
Then Came You,Adventure,English,Movie,Canada,120,Peter Hutchings,R,0,0,0,2/15/2021,2021
Story of Women,Drama,French,Movie,France,120,Claude Chabrol,R,13,7,438483,2/15/2021,2021
The Flower of Evil,Drama,French,Movie,France,120,Claude Chabrol,R,0,2,182163,2/15/2021,2021
The Swindle,Comedy,French,Movie,France,120,Claude Chabrol,Unrated,3,1,250899,2/15/2021,2021
Madame Bovary,Drama,English,Movie,France,170,Sophie Barthes,R,0,2,44235,2/15/2021,2021
LEnfer,Comedy,Greek,Movie,France,120,Babis Makridis,Unrated,0,8,0,2/15/2021,2021
Betty,Comedy,English,Movie,France,120,Steven Spielberg ,TV-14,0,1,0,2/15/2021,2021
New Amsterdam,Drama,English,Series,Poland,30,Steven Spielberg ,TV-14,3,0,0,2/15/2021,2021
Wheel of Fortune,Family,English,Series,Lithuania,30,Steven Spielberg ,TV-G,9,75,0,2/15/2021,2021
The Big Day,Comedy,Danish,Series,Lithuania,30,Morten Arnfred,R,0,0,0,2/15/2021,2021
The Photograph,Drama,English,Movie,South Korea,120,Stella Meghie,PG-13,0,4,20578185,2/14/2021,2021
Three Nobunagas,Comedy,Japanese,Movie,Japan,120,Kei Watanabe,R,0,0,0,2/14/2021,2021
Monsoon,Drama,English,Movie,Canada,120,Hong Khaou,Unrated,1,2,0,2/14/2021,2021
White House Farm,Biography,English,Series,United Kingdom,30,Steven Spielberg ,TV-MA,1,1,0,2/13/2021,2021
Follow Me,Documentary,English,Movie,Netherlands,120,Asri Bendacha,R,0,0,0,2/12/2021,2021
Mundina Nildana,Comedy,Kannada,Movie,Canada,120,Vinay Bharadwaj,R,0,0,0,2/12/2021,2021
Capitani,Crime,Luxembourgish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2/12/2021,2021
Romang,Drama,English,Movie,South Korea,120,ChangGeun Lee,R,0,0,0,2/11/2021,2021
SUMMER 03,Drama,French,Movie,South Korea,120,ric Rohmer,R,5,0,43839,2/11/2021,2021
Weathering with You,Animation,Japanese,Movie,South Korea,120,Makoto Shinkai,PG-13,6,16,7798743,2/11/2021,2021
Night of the Undead,Comedy,Korean,Movie,South Korea,120,Jeongwon Shin,R,0,0,0,2/11/2021,2021
Monster Hunt 2,Adventure,Mandarin,Movie,Singapore,120,Raman Hui,Unrated,1,9,706153,2/11/2021,2021
Homecoming,Drama,English,Movie,Singapore,120,Steven Spielberg ,TV-MA,2,29,0,2/11/2021,2021
Forgotten Rules,Comedy,Indonesian,Movie,Thailand,120,H Tjut Djalil,R,0,0,0,2/11/2021,2021
Lassie Come Home,Adventure,English,Movie,Netherlands,120,Fred M Wilcox,Passed,3,2,0,2/11/2021,2021
The School Trip,Comedy,German,Movie,Slovakia,120,Lars Montag,R,0,1,0,2/11/2021,2021
News of the World,Action,English,Movie,Lithuania,120,Paul Greengrass,PG-13,2,46,11433050,2/11/2021,2021
O Filho Eterno,Drama,Portuguese,Movie,Brazil,120,Paulo Machline,R,0,1,0,2/10/2021,2021
Paradoks,Crime,Polish,Series,Poland,30,Steven Spielberg ,R,0,0,0,2/10/2021,2021
Oh Happy Day,Comedy,Danish,Movie,Lithuania,120,Hella Joof,Unrated,0,8,0,2/10/2021,2021
Kenny Begins,Action,Swedish,Movie,Lithuania,120,Mats Lindberg,R,0,0,0,2/10/2021,2021
Cold Lunch,Drama,Norwegian,Movie,Lithuania,120,Eva Srhaug,R,4,5,0,2/10/2021,2021
Spaceship Earth,Documentary,English,Movie,Colombia,120,Matt Wolf,R,0,6,0,2/9/2021,2021
Mr  Mrs Incredible,Action,English,Movie,Singapore,120,Doug Liman,PG-13,9,18,186336279,2/8/2021,2021
Golden Chickensss,Comedy,Cantonese,Movie,Singapore,120,Matt Chow,R,3,5,0,2/8/2021,2021
Golden Chicken,Drama,Cantonese,Movie,Singapore,120,Leung Chun Samson Chiu,R,3,9,0,2/8/2021,2021
American Dreams in China,Drama,Mandarin,Movie,Singapore,120,Peter HoSun Chan,R,31,32,0,2/8/2021,2021
12 Golden Ducks,Comedy,Cantonese,Movie,Singapore,120,Matt Chow,R,0,0,0,2/8/2021,2021
Dont be the First one,Action,Hindi,Series,South Korea,30,Farhan Akhtar,Unrated,1,11,2223961,2/7/2021,2021
Space Sweepers,Action,Korean,Movie,Lithuania,170,Sunghee Jo,TV-MA,0,0,0,2/6/2021,2021
Strip Down Rise Up,Documentary,English,Movie,Lithuania,120,Michle Ohayon,R,0,0,0,2/6/2021,2021
Malcolm  Marie,Comedy,English,Movie,Lithuania,120,Nadia Tass,PG-13,9,0,544472,2/6/2021,2021
Little Big Women,Drama,Mandarin,Movie,Lithuania,170,Joseph ChenChieh Hsu,R,1,5,0,2/6/2021,2021
Invisible City,Documentary,English,Series,Lithuania,30,Hubert Davis,R,0,0,0,2/6/2021,2021
Yakuza Ladies The Final Battle,Comedy,Japanese,Movie,Japan,120,Ksaku Yamashita,R,0,1,0,2/5/2021,2021
Tim Maia,Biography,Portuguese,Movie,Brazil,170,Mauro Lima,R,6,14,0,2/5/2021,2021
Doob No Bed of Roses,Drama,Bengali,Movie,Canada,120,Mostofa Sarwar Farooki,R,2,3,0,2/5/2021,2021
The YinYang Master Dream Of Eternity,Action,Chinese,Movie,Lithuania,170,Jingming Guo,R,0,0,0,2/5/2021,2021
Ghost Buddies,Comedy,Mandarin,Movie,Malaysia,120,Simon Sek,R,0,0,0,2/4/2021,2021
A Febre,Drama,Portuguese,Movie,Brazil,120,Steven Spielberg ,R,0,0,0,2/4/2021,2021
Money,Crime,English,Movie,Lithuania,120,Martn Rosete,R,16,26,0,2/4/2021,2021
Starring Maja,Comedy,Swedish,Movie,Lithuania,120,Teresa Fabik,R,0,3,0,2/4/2021,2021
Strong As A Lion,Adventure,Swedish,Movie,Lithuania,120,Manne Lindwall,R,0,1,0,2/4/2021,2021
The Assault,Action,French,Movie,Lithuania,120,Julien Leclercq,R,0,0,0,2/4/2021,2021
The Dream House,Comedy,English,Movie,Lithuania,120,Steven Spielberg ,R,0,0,0,2/4/2021,2021
The Great Adventure,Drama,Swedish,Movie,Lithuania,120,Arne Sucksdorff,Approved,6,1,0,2/4/2021,2021
The Pilgrimage to Kevlaar,Drama,None,Movie,Lithuania,120,Ivan Hedqvist,R,0,0,0,2/4/2021,2021
The Strongest,Drama,None,Movie,Lithuania,120,Raoul Walsh,R,0,0,0,2/4/2021,2021
Karl Fredrik Reigns,Comedy,Swedish,Movie,Lithuania,120,Gustaf Edgren,R,0,0,0,2/4/2021,2021
Irl In Real Life,Drama,Swedish,Movie,Lithuania,120,Erik Leijonborg,R,0,0,0,2/4/2021,2021
Ingeborg Holm,Drama,None,Movie,Lithuania,120,Victor Sjstrm,Unrated,0,0,0,2/4/2021,2021
Hanna in Society,Comedy,Swedish,Movie,Lithuania,120,Gunnar Olsson,R,0,0,0,2/4/2021,2021
Erotikon,Comedy,None,Movie,Lithuania,120,Mauritz Stiller,Unrated,0,0,0,2/4/2021,2021
Career,Drama,English,Movie,Lithuania,120,Joseph Anthony,Unrated,1,4,0,2/4/2021,2021
Blackjack,Action,English,Movie,Lithuania,120,John Woo,R,0,0,0,2/4/2021,2021
Bit By Bit,Comedy,Swedish,Movie,Lithuania,120,Pontus Klnge,R,0,0,0,2/4/2021,2021
As Seen On Tv,Short,English,Movie,Lithuania,120,Ryan Sage,R,2,0,0,2/4/2021,2021
Angel,Action,English,Movie,Lithuania,120,Steven Spielberg ,TV-14,12,48,0,2/4/2021,2021
A Man There Was,Drama,None,Movie,Lithuania,120,Victor Sjstrm,Unrated,0,0,0,2/4/2021,2021
Firefly Lane,Drama,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,2/4/2021,2021
Black Beach,Action,Spanish,Movie,Lithuania,120,Esteban Crespo,TV-MA,0,9,0,2/4/2021,2021
Skandal Ewenement Molesty,Documentary,Polish,Movie,Poland,120,Bartosz Paduch,R,0,0,0,2/3/2021,2021
Kid Cosmic,Animation,English,Series,Lithuania,30,Steven Spielberg ,TV-Y7,0,0,0,2/3/2021,2021
The Unsettling,Crime,English,Series,United States,30,Steven Spielberg ,TV-14,0,0,0,2/2/2021,2021
Zac and Mia,Drama,English,Series,United States,30,Steven Spielberg ,TV-14,3,5,0,2/2/2021,2021
My Dead Ex,Comedy,English,Series,United States,30,Steven Spielberg ,R,0,1,0,2/2/2021,2021
Love Daily,Romance,English,Series,United States,30,Steven Spielberg ,R,0,1,0,2/2/2021,2021
Stolen face,Crime,English,Series,Japan,30,Terence Fisher,Approved,0,0,0,2/2/2021,2021
The Woman Who Keeps a Murderer,Horror,Japanese,Movie,Japan,120,Hideo Nakata,R,0,0,0,2/2/2021,2021
Dragon Quest The Adventure of Dai,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,R,0,1,0,2/2/2021,2021
Aircraft Carrier Ibuki,Action,Japanese,Movie,Japan,170,Setsur Wakamatsu,R,0,0,0,2/2/2021,2021
According to Our Butler,Crime,Japanese,Movie,Japan,120,Shinji Kuma,R,0,0,0,2/2/2021,2021
Step,Documentary,English,Movie,Japan,120,Amanda Lipitz,PG,9,20,1146292,2/2/2021,2021
The Magician,Comedy,Turkish,Movie,Israel,170,Cem Yilmaz,R,3,4,0,2/2/2021,2021
Tek Tek Boom,Comedy,Arabic,Movie,Israel,120,Ashraf Fayeq,R,0,0,0,2/2/2021,2021
I Love Cinema,Drama,Arabic,Movie,Israel,170,Osama Fawzy,R,5,1,0,2/2/2021,2021
Breaking News,Action,Cantonese,Movie,Israel,170,Johnnie To,TV-14,5,11,0,2/2/2021,2021
Miszmasz czyli Kogel mogel 3,Comedy,Polish,Movie,Poland,120,Kordian Piwowarski,R,0,0,0,2/2/2021,2021
Blippi,Family,English,Series,India,30,Steven Spielberg ,TV-Y,0,1,0,2/1/2021,2021
The Great Race,Action,English,Movie,Australia,170,Blake Edwards,Passed,3,14,0,2/1/2021,2021
Superman Red Son,Animation,English,Movie,Australia,120,Sam Liu,PG-13,0,1,0,2/1/2021,2021
Paper Champions,Comedy,English,Movie,Australia,120,Steven Spielberg ,R,0,0,0,2/1/2021,2021
My Blind Date with Life,Biography,German,Movie,Germany,120,Marc Rothemund,R,0,3,0,2/1/2021,2021
Ill Always Know What You Did Last Summer,Action,English,Movie,Thailand,120,George Lucas,PG,26,69,474544677,2/1/2021,2021
Fatima,Drama,English,Movie,Canada,120,Marco Pontecorvo,PG-13,0,0,0,2/1/2021,2021
Le Tournoi,Documentary,None,Movie,France,120,Charles Belot,R,0,0,0,2/1/2021,2021
The House Arrest of Us,Comedy,Filipino,Series,Lithuania,30,Steven Spielberg ,TV-PG,0,0,0,2/1/2021,2021
She is King,Musical,English,Movie,South Africa,120,Gersh Kgamedi,R,0,0,0,1/30/2021,2021
How to Eliminate My Teacher,Mystery,Japanese,Series,Malaysia,30,Steven Spielberg ,R,0,0,0,1/30/2021,2021
Critical Thinking,Drama,English,Movie,Canada,120,John Leguizamo,Unrated,0,0,0,1/30/2021,2021
The House That Jack Built,Crime,English,Movie,Germany,170,Lars von Trier,R,11,20,258106,1/29/2021,2021
Trolls World Tour,Animation,English,Movie,South Korea,120,David P Smith,PG,1,8,0,1/29/2021,2021
Ace Attorney,Comedy,Japanese,Series,Japan,30,Takashi Miike,R,1,2,0,1/29/2021,2021
